"Azure Monitor Documentation","Azure Monitor Documentation","","Azure Monitor Documentation","index.yml","","index.yml"
"How-to guides","How-to guides\Monitor resources\Monitor containers\Monitor Docker applications","How-to guides\Monitor resources\Monitor containers\","Monitor Docker applications","app/docker.md","app/","docker.md"
"How-to guides","How-to guides\Monitor resources\Monitor resource groups","How-to guides\Monitor resources\","Monitor resource groups","insights/resource-group-insights.md","insights/","resource-group-insights.md"
"How-to guides","How-to guides\Monitor resources\Monitor databases\Azure SQL","How-to guides\Monitor resources\Monitor databases\","Azure SQL","insights/azure-sql.md","insights/","azure-sql.md"
"How-to guides","How-to guides\Monitor resources\Monitor databases\SQL Server","How-to guides\Monitor resources\Monitor databases\","SQL Server","insights/sql-assessment.md","insights/","sql-assessment.md"
"How-to guides","How-to guides\Monitor resources\Monitor networks\Networking Analytics","How-to guides\Monitor resources\Monitor networks\","Networking Analytics","insights/azure-networking-analytics.md","insights/","azure-networking-analytics.md"
"How-to guides","How-to guides\Monitor resources\Monitor networks\Network Performance Monitor\Solution overview","How-to guides\Monitor resources\Monitor networks\Network Performance Monitor\","Solution overview","insights/network-performance-monitor.md","insights/","network-performance-monitor.md"
"How-to guides","How-to guides\Monitor resources\Monitor networks\Network Performance Monitor\Performance Monitor","How-to guides\Monitor resources\Monitor networks\Network Performance Monitor\","Performance Monitor","insights/network-performance-monitor-performance-monitor.md","insights/","network-performance-monitor-performance-monitor.md"
"How-to guides","How-to guides\Monitor resources\Monitor networks\Network Performance Monitor\Service Connectivity Monitor","How-to guides\Monitor resources\Monitor networks\Network Performance Monitor\","Service Connectivity Monitor","insights/network-performance-monitor-service-connectivity.md","insights/","network-performance-monitor-service-connectivity.md"
"How-to guides","How-to guides\Monitor resources\Monitor networks\Network Performance Monitor\ExpressRoute","How-to guides\Monitor resources\Monitor networks\Network Performance Monitor\","ExpressRoute","insights/network-performance-monitor-expressroute.md","insights/","network-performance-monitor-expressroute.md"
"How-to guides","How-to guides\Monitor resources\Monitor networks\Network Performance Monitor\Pricing","How-to guides\Monitor resources\Monitor networks\Network Performance Monitor\","Pricing","insights/network-performance-monitor-pricing-faq.md","insights/","network-performance-monitor-pricing-faq.md"
"How-to guides","How-to guides\Monitor resources\Monitor networks\Network Performance Monitor\FAQ","How-to guides\Monitor resources\Monitor networks\Network Performance Monitor\","FAQ","insights/network-performance-monitor-faq.md","insights/","network-performance-monitor-faq.md"
"How-to guides","How-to guides\Monitor resources\Monitor other resources\Assess AD Health","How-to guides\Monitor resources\Monitor other resources\","Assess AD Health","insights/ad-assessment.md","insights/","ad-assessment.md"
"How-to guides","How-to guides\Monitor resources\Monitor other resources\AD Replication Status","How-to guides\Monitor resources\Monitor other resources\","AD Replication Status","insights/ad-replication-status.md","insights/","ad-replication-status.md"
"How-to guides","How-to guides\Monitor resources\Monitor other resources\DNS","How-to guides\Monitor resources\Monitor other resources\","DNS","insights/dns-analytics.md","insights/","dns-analytics.md"
"How-to guides","How-to guides\Monitor resources\Monitor other resources\Office 365","How-to guides\Monitor resources\Monitor other resources\","Office 365","insights/solution-office-365.md","insights/","solution-office-365.md"
"How-to guides","How-to guides\Monitor resources\Monitor other resources\Assess Operations Manager","How-to guides\Monitor resources\Monitor other resources\","Assess Operations Manager","insights/scom-assessment.md","insights/","scom-assessment.md"
"How-to guides","How-to guides\Monitor resources\Monitor other resources\Surface Hub","How-to guides\Monitor resources\Monitor other resources\","Surface Hub","insights/surface-hubs.md","insights/","surface-hubs.md"
"How-to guides","How-to guides\Monitor resources\Use monitoring solutions\Overview","How-to guides\Monitor resources\Use monitoring solutions\","Overview","insights/solutions.md","insights/","solutions.md"
"How-to guides","How-to guides\Monitor resources\Use monitoring solutions\Target solutions","How-to guides\Monitor resources\Use monitoring solutions\","Target solutions","insights/solution-targeting.md","insights/","solution-targeting.md"
"How-to guides","How-to guides\Collect custom data\Custom metrics","How-to guides\Collect custom data\","Custom metrics","platform/metrics-custom-overview.md   ","insights/","platform/metrics-custom-overview.md"
"How-to guides","How-to guides\Collect custom data\Log Analytics Data collector API","How-to guides\Collect custom data\","Log Analytics Data collector API","platform/data-collector-api.md","platform/","data-collector-api.md"
"How-to guides","How-to guides\Collect custom data\Log Analytics Data Collector API Pipeline example","How-to guides\Collect custom data\","Log Analytics Data Collector API Pipeline example","platform/create-pipeline-datacollector-api.md","platform/","create-pipeline-datacollector-api.md"
"How-to guides","How-to guides\Collect custom data\Metrics REST API","How-to guides\Collect custom data\","Metrics REST API","platform/metrics-store-custom-rest-api.md","platform/","metrics-store-custom-rest-api.md"
"How-to guides","How-to guides\Collect custom data\GuestOS to Metrics Linux VM (Telegraf)","How-to guides\Collect custom data\","GuestOS to Metrics Linux VM (Telegraf)","platform/collect-custom-metrics-linux-telegraf.md  ","platform/","platform/collect-custom-metrics-linux-telegraf.md"
"How-to guides","How-to guides\Analyze data\Metrics\Getting started with Metrics Explorer","How-to guides\Analyze data\Metrics\","Getting started with Metrics Explorer","platform/metrics-getting-started.md","platform/","metrics-getting-started.md"
"How-to guides","How-to guides\Analyze data\Metrics\Advanced features of Metrics Explorer","How-to guides\Analyze data\Metrics\","Advanced features of Metrics Explorer","platform/metrics-charts.md","platform/","metrics-charts.md"
"How-to guides","How-to guides\Analyze data\Metrics\Examples of metric charts","How-to guides\Analyze data\Metrics\","Examples of metric charts","platform/metric-chart-samples.md","platform/","metric-chart-samples.md"
"How-to guides","How-to guides\Analyze data\Metrics\Troubleshooting metric charts","How-to guides\Analyze data\Metrics\","Troubleshooting metric charts","platform/metrics-troubleshoot.md","platform/","metrics-troubleshoot.md"
"How-to guides","How-to guides\Analyze data\Logs\Log queries","How-to guides\Analyze data\Logs\","Log queries","log-query/log-query-overview.md","log-query/","log-query-overview.md"
"How-to guides","How-to guides\Analyze data\Logs\Log query portals","How-to guides\Analyze data\Logs\","Log query portals","log-query/portals.md","log-query/","portals.md"
"How-to guides","How-to guides\Analyze data\Logs\Query language Documentation","How-to guides\Analyze data\Logs\","Query language Documentation","log-query/query-language.md","log-query/","query-language.md"
"How-to guides","How-to guides\Analyze data\Logs\Language differences","How-to guides\Analyze data\Logs\","Language differences","log-query/data-explorer-difference.md","log-query/","data-explorer-difference.md"
"How-to guides","How-to guides\Analyze data\Logs\Transition from log search","How-to guides\Analyze data\Logs\","Transition from log search","log-query/log-search-transition.md","log-query/","log-search-transition.md"
"How-to guides","How-to guides\Analyze data\Logs\Get started\Get started with Analytics portal","How-to guides\Analyze data\Logs\Get started\","Get started with Analytics portal","log-query/get-started-portal.md","log-query/","get-started-portal.md"
"How-to guides","How-to guides\Analyze data\Logs\Get started\Get started with queries","How-to guides\Analyze data\Logs\Get started\","Get started with queries","log-query/get-started-queries.md","log-query/","get-started-queries.md"
"How-to guides","How-to guides\Analyze data\Logs\Get started\Search queries","How-to guides\Analyze data\Logs\Get started\","Search queries","log-query/search-queries.md","log-query/","search-queries.md"
"How-to guides","How-to guides\Analyze data\Logs\Get started\Useful operators","How-to guides\Analyze data\Logs\Get started\","Useful operators","log-query/useful-operators.md","log-query/","useful-operators.md"
"How-to guides","How-to guides\Analyze data\Logs\Lessons\String operations","How-to guides\Analyze data\Logs\Lessons\","String operations","log-query/string-operations.md","log-query/","string-operations.md"
"How-to guides","How-to guides\Analyze data\Logs\Lessons\Date and time operations","How-to guides\Analyze data\Logs\Lessons\","Date and time operations","log-query/datetime-operations.md","log-query/","datetime-operations.md"
"How-to guides","How-to guides\Analyze data\Logs\Lessons\Aggregation functions","How-to guides\Analyze data\Logs\Lessons\","Aggregation functions","log-query/aggregations.md","log-query/","aggregations.md"
"How-to guides","How-to guides\Analyze data\Logs\Lessons\Advanced aggregations","How-to guides\Analyze data\Logs\Lessons\","Advanced aggregations","log-query/advanced-aggregations.md","log-query/","advanced-aggregations.md"
"How-to guides","How-to guides\Analyze data\Logs\Lessons\Joins","How-to guides\Analyze data\Logs\Lessons\","Joins","log-query/joins.md","log-query/","joins.md"
"How-to guides","How-to guides\Analyze data\Logs\Lessons\JSON and data structures","How-to guides\Analyze data\Logs\Lessons\","JSON and data structures","log-query/json-data-structures.md","log-query/","json-data-structures.md"
"How-to guides","How-to guides\Analyze data\Logs\Lessons\Advanced query writing","How-to guides\Analyze data\Logs\Lessons\","Advanced query writing","log-query/advanced-query-writing.md","log-query/","advanced-query-writing.md"
"How-to guides","How-to guides\Analyze data\Logs\Lessons\Charts and diagrams","How-to guides\Analyze data\Logs\Lessons\","Charts and diagrams","log-query/charts.md","log-query/","charts.md"
"How-to guides","How-to guides\Analyze data\Logs\Lessons\Functions","How-to guides\Analyze data\Logs\Lessons\","Functions","log-query/functions.md","log-query/","functions.md"
"How-to guides","How-to guides\Analyze data\Logs\Cheatsheets\SQL","How-to guides\Analyze data\Logs\Cheatsheets\","SQL","log-query/sql-cheatsheet.md","log-query/","sql-cheatsheet.md"
"How-to guides","How-to guides\Analyze data\Logs\Cheatsheets\Splunk","How-to guides\Analyze data\Logs\Cheatsheets\","Splunk","log-query/splunk-cheatsheet.md","log-query/","splunk-cheatsheet.md"
"How-to guides","How-to guides\Analyze data\Logs\Query language\Examples","How-to guides\Analyze data\Logs\Query language\","Examples","log-query/examples.md","log-query/","examples.md"
"How-to guides","How-to guides\Analyze data\Logs\Query language\Write efficient queries","How-to guides\Analyze data\Logs\Query language\","Write efficient queries","log-query/log-query-performance.md","log-query/","log-query-performance.md"
"How-to guides","How-to guides\Analyze data\Logs\Query language\Smart analytics","How-to guides\Analyze data\Logs\Query language\","Smart analytics","log-query/smart-analytics.md","log-query/","smart-analytics.md"
"How-to guides","How-to guides\Analyze data\Logs\Query language\Cross-resource searches","How-to guides\Analyze data\Logs\Query language\","Cross-resource searches","log-query/cross-workspace-query.md","log-query/","cross-workspace-query.md"
"How-to guides","How-to guides\Analyze data\Logs\Query language\app expression","How-to guides\Analyze data\Logs\Query language\","app expression","log-query/app-expression.md","log-query/","app-expression.md"
"How-to guides","How-to guides\Analyze data\Logs\Query language\workspace expression","How-to guides\Analyze data\Logs\Query language\","workspace expression","log-query/workspace-expression.md","log-query/","workspace-expression.md"
"How-to guides","How-to guides\Analyze data\Logs\Log data\Application data","How-to guides\Analyze data\Logs\Log data\","Application data","app/analytics.md","app/","analytics.md"
"How-to guides","How-to guides\Analyze data\Logs\Log data\Unify application data resources","How-to guides\Analyze data\Logs\Log data\","Unify application data resources","log-query/unify-app-resource-data.md","log-query/","unify-app-resource-data.md"
"How-to guides","How-to guides\Analyze data\Logs\Log data\Standard properties","How-to guides\Analyze data\Logs\Log data\","Standard properties","platform/log-standard-properties.md","platform/","log-standard-properties.md"
"How-to guides","How-to guides\Analyze data\Logs\Log data\Parse text data","How-to guides\Analyze data\Logs\Log data\","Parse text data","log-query/parse-text.md","log-query/","parse-text.md"
"How-to guides","How-to guides\Analyze data\Logs\Take action from search results","How-to guides\Analyze data\Logs\","Take action from search results","log-query/take-action.md","log-query/","take-action.md"
"How-to guides","How-to guides\Analyze data\Logs\Computer groups","How-to guides\Analyze data\Logs\","Computer groups","platform/computer-groups.md","platform/","computer-groups.md"
"How-to guides","How-to guides\Analyze data\Logs\Flow connector","How-to guides\Analyze data\Logs\","Flow connector","platform/flow-tutorial.md","platform/","flow-tutorial.md"
"How-to guides","How-to guides\Analyze data\Logs\Log Search API","How-to guides\Analyze data\Logs\","Log Search API","https://dev.loganalytics.io/","platform/","https://dev.loganalytics.io/"
"How-to guides","How-to guides\Visualize data\Views\View Designer","How-to guides\Visualize data\Views\","View Designer","platform/view-designer.md","platform/","view-designer.md"
"How-to guides","How-to guides\Visualize data\Views\Tile reference","How-to guides\Visualize data\Views\","Tile reference","platform/view-designer-tiles.md","platform/","view-designer-tiles.md"
"How-to guides","How-to guides\Visualize data\Views\Visualization part reference","How-to guides\Visualize data\Views\","Visualization part reference","platform/view-designer-parts.md","platform/","view-designer-parts.md"
"How-to guides","How-to guides\Visualize data\Views\Filters","How-to guides\Visualize data\Views\","Filters","platform/view-designer-filters.md","platform/","view-designer-filters.md"
"How-to guides","How-to guides\Visualize data\Power BI\Export log data","How-to guides\Visualize data\Power BI\","Export log data","platform/powerbi.md","platform/","powerbi.md"
"How-to guides","How-to guides\Visualize data\Power BI\Export application data","How-to guides\Visualize data\Power BI\","Export application data","app/export-power-bi.md ","platform/","app/export-power-bi.md"
"How-to guides","How-to guides\Visualize data\Send data to Grafana","How-to guides\Visualize data\","Send data to Grafana","platform/grafana-plugin.md","platform/","grafana-plugin.md"
"How-to guides","How-to guides\Alerts\Application alert rules\Availability","How-to guides\Alerts\Application alert rules\","Availability","app/monitor-web-app-availability.md","app/","monitor-web-app-availability.md"
"How-to guides","How-to guides\Alerts\Application alert rules\Metric alerts","How-to guides\Alerts\Application alert rules\","Metric alerts","app/alerts.md","app/","alerts.md"
"How-to guides","How-to guides\Alerts\Platform metric alert rules\Manage metric alerts","How-to guides\Alerts\Platform metric alert rules\","Manage metric alerts","platform/alerts-metric.md","platform/","alerts-metric.md"
"How-to guides","How-to guides\Alerts\Platform metric alert rules\Use dynamic thresholds","How-to guides\Alerts\Platform metric alert rules\","Use dynamic thresholds","platform/alerts-dynamic-thresholds.md","platform/","alerts-dynamic-thresholds.md"
"How-to guides","How-to guides\Alerts\Platform metric alert rules\Metric alerts on logs","How-to guides\Alerts\Platform metric alert rules\","Metric alerts on logs","platform/alerts-metric-logs.md","platform/","alerts-metric-logs.md"
"How-to guides","How-to guides\Alerts\Platform metric alert rules\Using Resource Manager template","How-to guides\Alerts\Platform metric alert rules\","Using Resource Manager template","platform/alerts-metric-create-templates.md","platform/","alerts-metric-create-templates.md"
"How-to guides","How-to guides\Alerts\Log alert rules\Configure alerts on analytics query","How-to guides\Alerts\Log alert rules\","Configure alerts on analytics query","platform/alerts-log.md","platform/","alerts-log.md"
"How-to guides","How-to guides\Alerts\Log alert rules\Queries","How-to guides\Alerts\Log alert rules\","Queries","platform/alerts-log-query.md","platform/","alerts-log-query.md"
"How-to guides","How-to guides\Alerts\Log alert rules\Webhook actions","How-to guides\Alerts\Log alert rules\","Webhook actions","platform/alerts-log-webhook.md","platform/","alerts-log-webhook.md"
"How-to guides","How-to guides\Alerts\Log alert rules\Troubleshooting","How-to guides\Alerts\Log alert rules\","Troubleshooting","platform/alert-log-troubleshoot.md","platform/","alert-log-troubleshoot.md"
"How-to guides","How-to guides\Alerts\Activity log alert rules\Alert on an activity log event","How-to guides\Alerts\Activity log alert rules\","Alert on an activity log event","platform/alerts-activity-log.md","platform/","alerts-activity-log.md"
"How-to guides","How-to guides\Alerts\Activity log alert rules\Migrate management events to activity log alerts","How-to guides\Alerts\Activity log alert rules\","Migrate management events to activity log alerts","platform/migrate-management-alerts.md","platform/","migrate-management-alerts.md"
"How-to guides","How-to guides\Alerts\Activity log alert rules\Alert on service health notifications","How-to guides\Alerts\Activity log alert rules\","Alert on service health notifications","platform/alerts-activity-log-service-notifications.md","platform/","alerts-activity-log-service-notifications.md"
"How-to guides","How-to guides\Alerts\Action groups\Create action group","How-to guides\Alerts\Action groups\","Create action group","platform/action-groups.md","platform/","action-groups.md"
"How-to guides","How-to guides\Alerts\Action groups\Webhook schema","How-to guides\Alerts\Action groups\","Webhook schema","platform/activity-log-alerts-webhook.md","platform/","activity-log-alerts-webhook.md"
"How-to guides","How-to guides\Alerts\Action groups\Common alert schema definition","How-to guides\Alerts\Action groups\","Common alert schema definition","platform/alerts-common-schema-definitions.md    ","platform/","platform/alerts-common-schema-definitions.md"
"How-to guides","How-to guides\Alerts\Action groups\SMS alert behavior","How-to guides\Alerts\Action groups\","SMS alert behavior","platform/alerts-sms-behavior.md","platform/","alerts-sms-behavior.md"
"How-to guides","How-to guides\Alerts\Action groups\Alert rate limiting","How-to guides\Alerts\Action groups\","Alert rate limiting","platform/alerts-rate-limiting.md","platform/","alerts-rate-limiting.md"
"How-to guides","How-to guides\Alerts\Action groups\Create action groups with Resource Manager","How-to guides\Alerts\Action groups\","Create action groups with Resource Manager","platform/action-groups-create-resource-manager-template.md","platform/","action-groups-create-resource-manager-template.md"
"How-to guides","How-to guides\Alerts\Action groups\Implement a Logic App action","How-to guides\Alerts\Action groups\","Implement a Logic App action","platform/action-groups-logic-app.md","platform/","action-groups-logic-app.md"
"How-to guides","How-to guides\Alerts\Alert Management solution","How-to guides\Alerts\","Alert Management solution","platform/alert-management-solution.md","platform/","alert-management-solution.md"
"How-to guides","How-to guides\Alerts\Alert user interface\Manage alert instances","How-to guides\Alerts\Alert user interface\","Manage alert instances","platform/alerts-managing-alert-instances.md","platform/","alerts-managing-alert-instances.md"
"How-to guides","How-to guides\Alerts\Alert user interface\Manage smart groups","How-to guides\Alerts\Alert user interface\","Manage smart groups","platform/alerts-managing-smart-groups.md   ","platform/","platform/alerts-managing-smart-groups.md"
"How-to guides","How-to guides\Alerts\Alert user interface\Manage alert and smart group states","How-to guides\Alerts\Alert user interface\","Manage alert and smart group states","platform/alerts-managing-alert-states.md  ","platform/","platform/alerts-managing-alert-states.md"
"How-to guides","How-to guides\Alerts\Alert user interface\Manage alerts from other monitoring services","How-to guides\Alerts\Alert user interface\","Manage alerts from other monitoring services","platform/alerts-managing-nagios-zabbix-scom.md   ","platform/","platform/alerts-managing-nagios-zabbix-scom.md"
"How-to guides","How-to guides\Alerts\Migrate classic alert rules\Prepare for migration","How-to guides\Alerts\Migrate classic alert rules\","Prepare for migration","platform/alerts-prepare-migration.md","platform/","alerts-prepare-migration.md"
"How-to guides","How-to guides\Alerts\Migrate classic alert rules\Understand the migration tool","How-to guides\Alerts\Migrate classic alert rules\","Understand the migration tool","platform/alerts-understand-migration.md","platform/","alerts-understand-migration.md"
"How-to guides","How-to guides\Alerts\Migrate classic alert rules\Use the migration tool","How-to guides\Alerts\Migrate classic alert rules\","Use the migration tool","platform/alerts-using-migration-tool.md","platform/","alerts-using-migration-tool.md"
"How-to guides","How-to guides\Alerts\Migrate classic alert rules\Manage classic metric alerts","How-to guides\Alerts\Migrate classic alert rules\","Manage classic metric alerts","platform/alerts-classic-portal.md","platform/","alerts-classic-portal.md"
"How-to guides","How-to guides\Alerts\Migrate classic alert rules\Classic metric alert using a Resource Manager template","How-to guides\Alerts\Migrate classic alert rules\","Classic metric alert using a Resource Manager template","platform/alerts-enable-template.md    ","platform/","platform/alerts-enable-template.md"
"How-to guides","How-to guides\Alerts\Migrate classic alert rules\Classic metric alert calling a webhook","How-to guides\Alerts\Migrate classic alert rules\","Classic metric alert calling a webhook","platform/alerts-webhooks.md","platform/","alerts-webhooks.md"
"How-to guides","How-to guides\Alerts\Service health notifications in activity log\View notifications","How-to guides\Alerts\Service health notifications in activity log\","View notifications","platform/service-notifications.md","platform/","service-notifications.md"
"How-to guides","How-to guides\Alerts\Service health notifications in activity log\Configure alerts on notification events","How-to guides\Alerts\Service health notifications in activity log\","Configure alerts on notification events","platform/alerts-activity-log-service-notifications.md","platform/","alerts-activity-log-service-notifications.md"
"How-to guides","How-to guides\Autoscale\Walkthrough","How-to guides\Autoscale\","Walkthrough","platform/autoscale-get-started.md","platform/","autoscale-get-started.md"
"How-to guides","How-to guides\Autoscale\Settings","How-to guides\Autoscale\","Settings","platform/autoscale-understanding-settings.md","platform/","autoscale-understanding-settings.md"
"How-to guides","How-to guides\Autoscale\Best practices","How-to guides\Autoscale\","Best practices","platform/autoscale-best-practices.md","platform/","autoscale-best-practices.md"
"How-to guides","How-to guides\Autoscale\Common metrics","How-to guides\Autoscale\","Common metrics","platform/autoscale-common-metrics.md","platform/","autoscale-common-metrics.md"
"How-to guides","How-to guides\Autoscale\Common patterns","How-to guides\Autoscale\","Common patterns","platform/autoscale-common-scale-patterns.md","platform/","autoscale-common-scale-patterns.md"
"How-to guides","How-to guides\Autoscale\Scale with custom metrics","How-to guides\Autoscale\","Scale with custom metrics","platform/autoscale-custom-metric.md","platform/","autoscale-custom-metric.md"
"How-to guides","How-to guides\Autoscale\Scale VM scale sets","How-to guides\Autoscale\","Scale VM scale sets","../virtual-machine-scale-sets/virtual-machine-scale-sets-windows-autoscale.md","../virtual-machine-scale-sets/","virtual-machine-scale-sets-windows-autoscale.md"
"How-to guides","How-to guides\Autoscale\Scale VM scale sets using Resource Manager templates","How-to guides\Autoscale\","Scale VM scale sets using Resource Manager templates","platform/autoscale-virtual-machine-scale-sets.md","platform/","autoscale-virtual-machine-scale-sets.md"
"How-to guides","How-to guides\Autoscale\Use webhooks and email notifications","How-to guides\Autoscale\","Use webhooks and email notifications","platform/autoscale-webhook-email.md","platform/","autoscale-webhook-email.md"
"How-to guides","How-to guides\IT Service Management\IT Service Management Connector","How-to guides\IT Service Management\","IT Service Management Connector","platform/itsmc-overview.md","platform/","itsmc-overview.md"
"How-to guides","How-to guides\IT Service Management\IT Service Management connections","How-to guides\IT Service Management\","IT Service Management connections","platform/itsmc-connections.md","platform/","itsmc-connections.md"
"How-to guides","How-to guides\IT Service Management\Create Service Manager web app","How-to guides\IT Service Management\","Create Service Manager web app","platform/itsmc-service-manager-script.md","platform/","itsmc-service-manager-script.md"
"How-to guides","How-to guides\Manage usage and cost\Usage and estimated costs","How-to guides\Manage usage and cost\","Usage and estimated costs","platform/usage-estimated-costs.md","platform/","usage-estimated-costs.md"
"How-to guides","How-to guides\Manage usage and cost\Application usage and costs","How-to guides\Manage usage and cost\","Application usage and costs","app/pricing.md","app/","pricing.md"
"How-to guides","How-to guides\Manage usage and cost\Log data usage and costs","How-to guides\Manage usage and cost\","Log data usage and costs","platform/manage-cost-storage.md","platform/","manage-cost-storage.md"
"How-to guides","How-to guides\Automate\PowerShell\Azure PowerShell samples","How-to guides\Automate\PowerShell\","Azure PowerShell samples","platform/powershell-quickstart-samples.md","platform/","powershell-quickstart-samples.md"
"How-to guides","How-to guides\Automate\PowerShell\PowerShell cmdlets","How-to guides\Automate\PowerShell\","PowerShell cmdlets","platform/powershell-workspace-configuration.md","platform/","powershell-workspace-configuration.md"
"How-to guides","How-to guides\Automate\PowerShell\Applications\Create Application Insights resources","How-to guides\Automate\PowerShell\Applications\","Create Application Insights resources","app/powershell.md","app/","powershell.md"
"How-to guides","How-to guides\Automate\PowerShell\Applications\Create resources","How-to guides\Automate\PowerShell\Applications\","Create resources","app/powershell-script-create-resource.md","app/","powershell-script-create-resource.md"
"How-to guides","How-to guides\Automate\PowerShell\Applications\Set alerts","How-to guides\Automate\PowerShell\Applications\","Set alerts","app/powershell-alerts.md","app/","powershell-alerts.md"
"How-to guides","How-to guides\Automate\PowerShell\Applications\Get Azure diagnostics","How-to guides\Automate\PowerShell\Applications\","Get Azure diagnostics","app/powershell-azure-diagnostics.md","app/","powershell-azure-diagnostics.md"
"How-to guides","How-to guides\Automate\Azure CLI samples","How-to guides\Automate\","Azure CLI samples","platform/cli-samples.md","platform/","cli-samples.md"
"How-to guides","How-to guides\Automate\Resource Manager templates","How-to guides\Automate\","Resource Manager templates","platform/template-workspace-configuration.md","platform/","template-workspace-configuration.md"
"How-to guides","How-to guides\Automate\API\Walkthrough using REST API","How-to guides\Automate\API\","Walkthrough using REST API","platform/rest-api-walkthrough.md","platform/","rest-api-walkthrough.md"
"How-to guides","How-to guides\Automate\API\Alert API","How-to guides\Automate\API\","Alert API","platform/api-alerts.md","platform/","api-alerts.md"
"How-to guides","How-to guides\Automate\Applications\Automate with Microsoft Flow","How-to guides\Automate\Applications\","Automate with Microsoft Flow","app/automate-with-flow.md","app/","automate-with-flow.md"
"How-to guides","How-to guides\Automate\Applications\Automate with an Azure Logic App","How-to guides\Automate\Applications\","Automate with an Azure Logic App","app/automate-with-logic-apps.md","app/","automate-with-logic-apps.md"
"How-to guides","How-to guides\Automate\Applications\Custom email reports","How-to guides\Automate\Applications\","Custom email reports","app/automate-custom-reports.md","app/","automate-custom-reports.md"
"How-to guides","How-to guides\Extend\Applications\API for custom events and metrics","How-to guides\Extend\Applications\","API for custom events and metrics","app/api-custom-events-metrics.md","app/","api-custom-events-metrics.md"
"How-to guides","How-to guides\Extend\Applications\Track custom operations in .NET SDK","How-to guides\Extend\Applications\","Track custom operations in .NET SDK","app/custom-operations-tracking.md","app/","custom-operations-tracking.md"
"How-to guides","How-to guides\Extend\Applications\Filtering and preprocessing telemetry","How-to guides\Extend\Applications\","Filtering and preprocessing telemetry","app/api-filtering-sampling.md","app/","api-filtering-sampling.md"
"How-to guides","How-to guides\Extend\Applications\Sampling","How-to guides\Extend\Applications\","Sampling","app/sampling.md","app/","sampling.md"
"How-to guides","How-to guides\Extend\Applications\TelemetryChannels","How-to guides\Extend\Applications\","TelemetryChannels","app/telemetry-channels.md","app/","telemetry-channels.md"
"How-to guides","How-to guides\Extend\Monitoring solutions\Design and build","How-to guides\Extend\Monitoring solutions\","Design and build","insights/solutions-creating.md","insights/","solutions-creating.md"
"How-to guides","How-to guides\Extend\Monitoring solutions\Solution file","How-to guides\Extend\Monitoring solutions\","Solution file","insights/solutions-solution-file.md","insights/","solutions-solution-file.md"
"How-to guides","How-to guides\Extend\Monitoring solutions\Automation resources","How-to guides\Extend\Monitoring solutions\","Automation resources","insights/solutions-resources-automation.md","insights/","solutions-resources-automation.md"
"How-to guides","How-to guides\Extend\Monitoring solutions\Log searches and alerts","How-to guides\Extend\Monitoring solutions\","Log searches and alerts","insights/solutions-resources-searches-alerts.md","insights/","solutions-resources-searches-alerts.md"
"How-to guides","How-to guides\Extend\Monitoring solutions\Views","How-to guides\Extend\Monitoring solutions\","Views","insights/solutions-resources-views.md","insights/","solutions-resources-views.md"
"How-to guides","How-to guides\Extend\Monitoring solutions\Best practices","How-to guides\Extend\Monitoring solutions\","Best practices","insights/solutions-best-practices.md","insights/","solutions-best-practices.md"
"How-to guides","How-to guides\Extend\Monitoring solutions\Collect monitoring data from a runbook","How-to guides\Extend\Monitoring solutions\","Collect monitoring data from a runbook","platform/runbook-datacollect.md","platform/","runbook-datacollect.md"
"Reference","Reference\Application Insights\Dependency auto-collection","Reference\Application Insights\","Dependency auto-collection","app/auto-collect-dependencies.md","app/","auto-collect-dependencies.md"
"Reference","Reference\Application Insights\Telemetry correlation","Reference\Application Insights\","Telemetry correlation","app/correlation.md","app/","correlation.md"
"Reference","Reference\Application Insights\NuGet packages","Reference\Application Insights\","NuGet packages","app/nuget.md ","app/","app/nuget.md"
"Reference","Reference\Application Insights\Platform support","Reference\Application Insights\","Platform support","app/platforms.md","app/","platforms.md"
"Reference","Reference\Application Insights data model\Overview","Reference\Application Insights data model\","Overview","app/data-model.md","app/","data-model.md"
"Reference","Reference\Application Insights data model\Request","Reference\Application Insights data model\","Request","app/data-model-request-telemetry.md","app/","data-model-request-telemetry.md"
"Reference","Reference\Application Insights data model\Dependency","Reference\Application Insights data model\","Dependency","app/data-model-dependency-telemetry.md","app/","data-model-dependency-telemetry.md"
"Reference","Reference\Application Insights data model\Exception","Reference\Application Insights data model\","Exception","app/data-model-exception-telemetry.md","app/","data-model-exception-telemetry.md"
"Reference","Reference\Application Insights data model\Trace","Reference\Application Insights data model\","Trace","app/data-model-trace-telemetry.md","app/","data-model-trace-telemetry.md"
"Reference","Reference\Application Insights data model\Event","Reference\Application Insights data model\","Event","app/data-model-event-telemetry.md","app/","data-model-event-telemetry.md"
"Reference","Reference\Application Insights data model\Metric","Reference\Application Insights data model\","Metric","app/data-model-metric-telemetry.md","app/","data-model-metric-telemetry.md"
"Reference","Reference\Application Insights data model\Context","Reference\Application Insights data model\","Context","app/data-model-context.md","app/","data-model-context.md"
"Reference","Reference\Azure CLI","Reference\","Azure CLI","/cli/azure/monitor","app/","/cli/azure/monitor"
"Reference","Reference\Azure Functions","Reference\","Azure Functions","app/azure-functions-supported-features.md ","app/","app/azure-functions-supported-features.md"
